Age,Screen_Time,Phone_Unlocks,Social_Media_Usage,Gaming_Hours,Streaming_Hours,Messaging_Hours,Sleep_Hours,Physical_Activity_Hours,Mental_Health_Score,Anxiety_Score,Stress_Level,Age_First_Phone,Notifications_Per_Day
49,5.66,85,1.82,-0.07,1.92,1.44,5.84,0.48,74.88,99.55,28.18,16,135
46,5.41,29,2.21,1.28,2.27,1.23,7.22,0.86,66.33,48.24,69.39,16,89
32,8.88,75,-1.01,2.65,1.99,1.61,6.42,1,84.46,64.47,53.73,13,93
60,9.22,62,-0.38,1.01,1.25,2.1,4.87,0.87,93.11,70.15,6.37,11,94
58,6.72,81,3.4,2.9,1.33,1.16,7.34,1.16,30.15,31.98,65.92,13,75
55,1.05,76,1.72,-0.16,1.78,0.47,7.29,0.81,75.25,63.46,51.5,16,129
47,9.7,101,2.11,3.55,1.86,2.14,4.58,1.07,37.86,87.96,36.73,12,127
66,6.33,69,0.7,1.03,3.87,1.85,6.41,1.03,14.22,90.24,12.04,12,129
44,3.43,46,0.59,1.22,1.48,1.41,6.75,1.04,88.04,96.38,70.72,15,49
26,6.46,81,3.93,0.46,0.61,1.87,7.82,0.76,16.55,50.45,22.77,11,125
34,3.52,84,2.31,2.93,2.1,1.58,5.13,1.32,99.53,23.67,39.63,12,130
28,2.68,55,4,0.96,0.52,1.22,6.85,0.22,29.86,89.3,19.51,9,139
20,3.8,98,0.86,0.79,2.07,1.6,6.25,1.21,11.38,2.38,2.69,11,79
54,4.63,91,2.25,2.48,0.61,1.09,7.05,1.33,9.37,53.79,65.6,10,101
70,2.45,51,2.54,-0.49,1.87,1.65,5.92,1.54,5.77,30.44,66.1,11,63
60,3.61,74,1,0.53,3.29,1.52,4.87,1.13,47.55,18.69,53.6,14,91
42,5.73,72,1.57,1.45,3.51,1.63,7.96,0.54,38.78,76.73,86.31,14,111
64,10.41,42,2.11,0.98,2.25,1.1,6.04,1.15,95.78,30.58,24.61,16,129
55,5.96,81,2.29,2.39,3.31,1.4,5.87,1.49,2.2,88.41,41.2,20,66
66,7.21,107,-0.5,2.64,3.75,1.78,7.39,1.71,14.64,60.51,45.41,20,131
35,5.03,103,-0.87,0.86,0.27,1.48,7.29,1.56,40.06,50.19,50.49,12,68
53,6.95,30,0.34,3.13,2.64,1.99,6.89,-0.31,12.66,33.08,39.79,19,91
43,7.36,117,1.54,0.7,1.85,1.52,7.58,1.13,50.14,90.14,52.54,18,90
43,5.8,104,1.21,2.89,3.36,2.66,8.99,1.32,1.12,5.52,64.79,14,137
58,6.06,97,3.77,2.94,3.07,1.4,5.14,0.74,92.42,58.3,92.68,9,103
55,6.98,83,3.03,2.31,2.32,1.41,7.48,0.32,3.5,79.47,84.33,10,69
50,5.99,80,1.64,0.88,1.76,1.02,6.17,1.41,79.23,49.52,14.68,11,113
39,8.74,54,1.2,1.17,2.77,1.71,7.35,-0.11,41.03,57.19,94.66,13,86
65,2.42,91,1.93,1.78,1.17,1.39,5.29,1.53,67.03,27.46,37.92,9,61
64,2.21,145,3.47,1.17,2.24,1.29,6.41,1.59,41.77,49.42,19.06,20,95
12,3.26,77,1.82,2.33,2.38,2.02,6.99,0.22,7.27,17.32,62.09,12,116
24,6.91,95,2.41,1.72,3.32,1.25,6.49,1.32,41.39,58.35,61.28,8,159
60,5.91,68,1.88,0.52,1.58,1.01,7.07,0.94,73.93,86.56,88.57,20,112
48,3.46,75,3.14,1.34,2.58,1.44,6.69,1.73,23.13,63.02,21.6,17,88
54,7.53,69,1.36,2.82,3.15,0.61,6.64,1.21,71.42,84.7,2.05,19,66
70,7.99,70,2.64,0.63,3.95,2.03,6.07,1.41,79.15,79.41,81.79,10,90
49,7.99,72,2.1,1.77,3.11,1.3,7.94,1.02,34.17,27.39,79.56,9,12
49,5.97,82,1,1.89,1.49,1.64,9.75,1.26,91.54,52.49,57.95,13,104
36,7.03,103,2.15,1.39,2.86,1.81,6.24,0.76,18.35,85.57,60.11,13,170
18,3.83,85,0.41,1.98,2.68,1.85,7.51,0.52,0.06,69.57,34.62,20,56
21,5.81,21,2.03,3.45,2.91,0.97,6.03,0.07,63.42,15.34,96.56,15,75
53,5.23,102,3.55,0.45,0.99,1.02,7.28,1.58,79.71,14.14,70.53,11,173
16,4.85,78,1.23,-0.17,0.88,2.3,4.79,-0.17,80.89,27.18,31.68,17,134
60,8.85,82,1.36,1.98,-1.91,1.73,6.3,0.79,49.37,14.98,42.04,20,94
42,7.07,78,1.11,2.19,3.99,1.27,7.59,1.77,98.18,48.46,0.57,10,77
44,5.42,113,0.4,-0.14,4.08,0.75,6.55,1.93,68.83,17.1,31.95,10,114
43,4.97,102,4.34,0.99,0.82,2.26,7.44,1.73,19.22,54.98,47.81,19,104
58,6.09,96,1,0.45,3.73,0.83,5.61,1.79,96.88,6.81,40.69,10,155
32,6.58,103,1.72,3.22,1.42,2.02,6.56,1.4,16.57,21.21,15.92,11,44
65,8.99,80,1.84,0.45,1.66,2.04,8.52,1.56,68.33,60.48,97.34,19,124
32,9.01,66,1.24,2.76,1.86,1.93,6.29,1.02,91.89,67.25,4.68,11,147
36,8.33,57,2.59,1.69,2.15,1.88,5.91,1.11,14.39,45.01,88.63,16,99
35,7.3,105,1.74,2.04,0.84,1.29,5.31,1.41,20.57,29.83,76.73,9,64
13,12.38,55,1.88,-1.77,2.99,1.29,5.47,0.7,33.99,5.3,52.36,13,157
28,8.38,66,2.51,-0.42,3.2,1.45,7.16,1.18,81.79,19.17,86.4,9,126
54,5.65,40,1.61,1.53,2.79,1.44,5.92,1.83,44.81,68.65,14.99,9,50
62,6.11,33,0.1,-1.04,2.26,1.9,6.88,1.13,59.09,48.82,73.45,13,107
69,2.44,90,1.85,-0.43,3.99,1.94,4.47,1.5,72.06,11.52,83.87,14,97
42,5.92,62,1.95,-0.01,1.62,1.45,6.46,0.98,36.61,7,20.68,10,63
58,7.36,74,2.13,2.49,1.86,2.18,6.38,1.94,38.25,29.43,15.58,12,92
25,6.7,80,2.64,1.85,1.98,1.01,6.15,-0.13,79.1,14.97,56.58,8,72
49,7.29,92,3.96,2.89,0.76,1.64,5.33,-0.08,52.64,93.95,50.65,16,84
16,8.99,46,1.57,1.97,1.73,1.16,5.83,1.61,23.68,49.02,62.07,16,86
21,8.09,76,1.72,2.15,2.13,0.99,8.12,1.78,49.58,13.49,25.14,17,75
46,3.3,69,1.95,1.01,1.97,1.29,5.41,1.51,49.84,61.39,26.86,16,101
34,9.39,110,2.7,1.19,2.78,1.47,7.48,0.79,60.83,23.96,70.82,19,108
31,3.66,158,1.82,1.74,1.72,1.67,6.16,0.58,85.44,66.46,79.64,16,115
20,5.62,107,2.46,0.27,1.84,2.01,7.4,0.43,28.31,44.06,48.9,18,74
35,4.6,50,0.34,0.05,2.09,1.65,6.63,0.12,49.09,14.37,62.43,19,95
27,9.88,68,2.19,0.38,2.96,0.88,5.98,1.31,47.91,1.85,12.88,16,90
57,4.82,76,-0.62,2.08,0.14,1.58,5.3,1.45,17.32,10.92,77.6,19,88
39,5.85,36,2.58,1.25,1.42,1.52,6.28,1.46,56.3,68.84,94.34,11,88
63,8.77,130,2.17,0.67,1.66,2.12,5.96,1.32,61.71,98.8,81.66,14,69
52,4.32,116,1.11,0.23,1.05,0.88,7.83,0.04,80.87,17.46,59.81,15,69
60,7.6,72,2.91,1.86,2.13,1.43,6.25,0.34,47.53,81.13,72.72,12,101
34,6.78,71,1.36,1.26,0.43,1.45,5.78,1.01,33.92,35.12,13.15,17,92
39,7.62,75,2.35,0.09,1.86,0.56,7.85,1.19,79.34,73.62,65.43,20,55
20,6.24,71,2.7,-0.17,2.65,1.18,6.28,0.96,28.02,9.37,25.38,11,83
60,2.34,73,3.42,-0.68,2.89,1.22,6.13,0.76,24.91,53.69,45.47,14,60
56,8.91,142,3.03,1.62,0.62,2.31,6.79,1.4,24.43,51.47,37.11,8,91
57,7.39,84,1.32,1.28,2.87,1.44,6.03,0.96,77.73,8.11,41.25,14,50
14,5.53,40,2.33,2.52,0.99,1.15,6.2,0.69,12.35,99.24,72.85,20,120
37,6.03,60,1.59,0.42,1.45,1.3,4.27,1.07,61.78,51.27,0.96,14,103
60,5.47,112,2.54,0.97,2.95,1.62,5.15,1.04,95.31,42.43,11.09,9,80
49,2.71,86,2.41,2.58,2.34,1.74,7.5,1.06,40.86,86.22,90.72,12,79
18,8.28,88,3.45,1.46,1.79,1.87,6.61,0.93,54.56,44.79,46.05,18,98
64,6.67,96,1.87,1.09,1.14,0.91,6.56,-0.26,79.83,51.3,19.97,12,60
31,5.41,106,2.2,2.75,1.32,1.31,7.8,1.69,93.87,28.74,88.46,8,49
29,4.49,62,0.47,0.94,2.68,1.88,7.45,0.79,39.76,4.88,75.8,12,113
42,3.57,84,2.57,1.02,1.53,0.25,6.87,0.3,22.39,51.55,22.1,15,80
53,5.53,59,2.37,1.72,2.26,1.23,5.38,1.12,29.45,36.49,56.28,10,88
41,6.48,100,1.55,2.14,1.28,2.1,8.32,2.16,37.61,82.99,88.99,17,66
48,10.07,94,0.99,2.91,2.14,2.12,7.23,1.07,21.59,36.43,72.28,15,43
63,10.23,85,2.75,-0.02,2.13,1.1,6.93,0.54,19.66,39.21,83.23,9,80
69,6.37,65,2.11,1.34,1.25,0.98,6.55,2.29,29.3,40,90.8,15,152
19,2.78,75,4,1.68,3.02,0.23,7.5,0.97,88.53,6.57,9.22,17,98
66,6.88,68,1.32,0.86,1.58,1.76,7.51,1.37,34.52,93.01,72.2,18,96
66,7.69,38,3.46,1.48,0.58,1.25,6.12,1.04,37.03,54.83,98.6,11,62
39,5.82,92,2.16,1.98,2.84,1.79,6.13,1.37,63.14,76.98,9.18,19,84
64,7.72,13,1.14,0.67,1.93,2.01,5.45,1.62,30.59,21.52,34.82,18,104
61,8.07,60,3.67,0.2,-0.9,2.4,5.37,1.42,85.19,53.78,92.23,16,130
53,6.96,85,1.62,1.26,1.37,0.87,7.77,0.57,53.17,22.54,80.85,14,140
48,8.83,43,2.19,-0.66,2.81,1.19,7.01,1.1,50.06,16.81,88.09,17,127
38,5.7,94,1.58,1.44,1.43,1.3,7.54,0.66,30.74,95.48,92.74,12,104
22,5.16,101,1.6,2.07,0.95,1.04,6.02,0.92,60.83,75.71,35.29,12,111
19,7.84,88,3.47,2.2,2,1.13,5.14,1.67,11.01,25.56,34.35,17,96
13,5.2,78,1.74,2.12,2.45,0.33,7.59,0.55,93.69,53.18,4.66,9,109
58,3.12,101,1.72,1.93,1.18,2.32,5.6,1.45,98.35,35.63,56.51,13,100
24,5.52,85,0.32,1.35,0.84,1.93,7.23,1.1,72.5,20.14,80.57,10,37
25,4.6,96,0.1,2.4,3,1.57,6.51,1.59,75.85,61.11,13.42,8,66
44,4.83,91,2.37,1.71,3.1,2.13,6.46,0.8,25.58,78.99,38.24,16,77
47,8.57,77,1.98,2.72,1.94,2.51,5.97,0.86,26.32,6.13,46.95,19,60
41,5.98,113,2.08,2.72,3.55,0.88,6.67,0.83,88.43,90.34,17.79,18,87
32,5.03,42,2.34,2.32,1.02,1.76,4.38,0.84,1.78,70.21,51.62,15,100
44,6.85,60,2.48,0,1.7,1.06,7.29,1.27,31.48,13.52,86.36,14,133
57,2.93,96,0.72,0.78,1.69,1.15,7.06,0.68,44.82,69.82,12.04,10,116
45,5.61,100,2.79,2.16,2.57,1.51,6.77,1.35,60.15,28.3,62.57,19,56
47,6.07,52,2.66,2.33,3.12,2.15,6.26,1.4,50.78,26.73,42.81,16,58
43,5,76,2.09,0.49,2.15,1.62,5.78,0.35,63.44,26.21,81.72,20,94
55,2.38,71,2.8,1.16,1.63,0.84,7.48,0.61,10.57,76.03,45.65,17,104
37,10.3,109,1.22,1,3.34,2.16,7.16,1.97,62.65,18,66.62,12,77
12,7.9,106,0.71,0.78,3.43,1.21,6.39,0.42,23.51,52.86,4.49,13,154
43,4.87,31,0.11,0.17,3.66,1.23,7.46,0.95,70.93,71.79,35.62,9,135
19,4.21,83,3.6,3.34,2.94,1.71,7.23,1.4,79.2,85.23,28.13,10,136
59,3.98,91,3.21,1.34,3.15,1.14,7.04,1.38,14.24,96.11,87.33,15,110
16,8.9,72,2,1.12,1.77,0.94,6.26,0.65,27.35,15.01,91.59,12,65
21,3.93,112,4.27,3.86,3.54,0.54,7.4,0.67,87.31,97.02,19.47,10,179
21,7.66,90,1.36,1.44,1.59,1,6.06,0.56,24.74,17.65,11.91,8,88
60,5.7,62,1.33,0.46,2.61,0.81,5.79,0.12,85.94,54.27,49.75,14,80
40,6.56,101,3.18,1.8,2.13,1.92,8.47,0.79,61.34,61.22,24.86,14,93
62,6.38,61,3.01,2.12,1.68,1.54,8.01,1.22,12.75,50.34,80.75,13,94
47,3.82,86,0.83,0.89,1.25,2.02,6.7,0.98,54.69,83.02,11.72,18,72
46,2.71,49,1.16,0.63,0.91,1.23,8.37,0.63,56.62,94.56,65.54,19,82
29,9.24,105,3.01,1.22,2,1.14,7.05,1.61,23.3,76.46,97.29,12,109
66,6.97,13,0.82,1.65,2.31,1.42,8.09,0.8,84.76,50.67,75.23,17,91
16,7.16,97,1.16,-0.04,1.17,0.94,6.22,1.08,18.82,27.48,9.24,9,74
59,4.64,64,1.9,1.37,1.36,0.65,4.19,0.63,55.23,12.33,61.21,18,66
42,3.05,70,3.02,-0.58,1.89,1.41,6,0.29,60.98,6.49,5.75,17,73
55,6.99,90,3.14,-0.42,0.44,1.36,5.03,1,98.25,47.89,23.31,15,124
58,6.48,68,2.51,1.04,2.14,1.79,6.61,0.72,74,4.21,75.19,14,98
50,4.68,73,2.19,0.54,2.27,2.06,6.38,1.06,38.48,96.93,88.57,8,58
14,1.82,82,2.46,2.34,0.77,1.26,6.05,0.42,35.91,20.68,75.1,14,75
48,6.43,72,3.26,2.52,3.17,2.09,7.62,1.25,20.81,95.38,16.91,13,64
57,9.46,87,2.7,1.7,4.06,2.38,5.66,1.47,70,14.41,75.14,8,168
20,9.78,42,4.15,3.09,1.26,2.05,4.41,1.11,93.37,80.88,40.63,9,122
30,6.6,37,1.23,0.18,1.04,1.62,6.9,1.33,11.15,74.67,31.48,20,123
50,3.75,134,4.48,0.33,2.56,1.26,5.56,0.67,98.27,4.57,90.38,16,110
12,7.91,81,-0.26,1.61,2.57,1.63,9.13,0.79,72.69,21.4,93.39,11,153
61,4.94,101,2.06,1,0.17,1.36,7.12,0.46,63.28,77.13,44.62,16,71
69,5.54,63,1.21,1.49,2.31,0.73,6.42,0.8,15.72,70.08,47.11,18,74
35,4.42,76,1,1.19,1.14,1.57,5.79,0.9,26.01,34.11,16.58,19,127
57,2.19,91,2.86,0.56,1.45,1.73,5.65,1.01,13.07,31.44,65.29,18,97
65,8.4,68,2.56,2.19,0.95,0.97,5.75,1.46,35.21,10.16,47.08,20,73
20,7.32,77,2.4,0.16,1.41,0.74,2.81,0.98,49.98,74.61,50.44,9,125
45,12.87,74,2.24,2.51,2.25,1.2,5.35,0.13,50.65,50.6,84.75,20,106
47,5.59,89,1.92,-0.63,1.82,1.05,6.29,1.51,62.72,51.62,94.96,17,101
15,6.2,91,1.89,1.46,2.62,1.85,7.83,0.72,50.74,40.58,9.13,18,102
30,8.2,87,0.69,1.43,1.48,1.77,6.57,0.58,96.46,25.13,79.93,10,67
36,6.08,62,0.94,1.84,3.47,1.51,6.82,0.23,17.57,42.92,37.1,12,102
31,6.31,43,2.21,0.54,2.38,2.13,8.86,0.1,92.31,35.93,36.45,11,104
28,5.73,75,1.14,1.74,2.62,1.21,7.21,1.89,83.18,30.26,36.84,15,92
52,6.72,52,1.39,2.04,3,2.11,8.18,1.01,6.48,40.49,52.64,9,96
60,7,84,2.6,0.97,2.43,1.31,6.31,2.15,91.87,18.94,25.42,11,104
51,6.04,101,2.11,2.05,1.43,0.91,6.35,1.3,4.25,29.12,42.18,19,70
40,7.35,105,4.41,0.21,3.46,1.23,6.1,1.25,69.77,16.35,4.96,11,84
30,3.06,28,1.5,2.1,4.12,1.21,5.91,0.53,59.62,21.46,89.38,18,109
70,2.76,115,3.37,4.29,3.11,1.28,8.16,0.56,65.72,30.04,50.95,18,96
41,3.94,83,1.41,2.74,2.48,1.35,8.09,1.37,55.3,47.85,72.03,12,102
62,5.76,97,2.2,1.73,2.85,1.51,6.17,0.81,87.41,63.62,80.04,19,119
62,8.11,61,2.07,0.96,2.39,1.54,6.94,0.87,95.5,22.64,28.68,11,77
27,1.36,61,2.87,2.7,2.1,1.69,8.73,0.6,20.42,96.37,96.44,12,134
54,3.17,91,2.52,1.74,0.18,1.47,7.13,0.43,3.41,44.01,11.01,20,170
37,7.85,78,1.17,2.73,3.05,2.21,4.59,1.65,38.45,3.38,16.47,9,138
51,7.25,96,2.32,1.84,0.62,2.2,6.15,0.24,75.72,47.52,76.62,8,117
60,8.42,46,1.51,2.63,1.97,1.61,7.18,1.92,39.45,72.71,17.18,19,99
60,5.92,132,2.61,0.08,1.36,2.48,6.36,1.21,1.37,48.05,56.46,17,94
35,10.67,124,3.27,0.42,2.41,2.01,5.89,1.47,18.03,1.52,48.71,9,99
28,9.62,93,0.81,3.53,2.54,1.12,5.77,1.35,51.41,41.55,94.03,18,70
64,8.22,63,1.35,1.06,1.93,1.08,5.36,0.4,22.21,47.3,73.34,20,107
60,8.45,74,1.86,2.5,1.29,0.64,5.62,0.72,49.77,85.69,97.78,20,77
23,7.05,92,2.24,-0.53,1.37,1.4,5.92,1.01,65.34,69.8,62.23,16,106
54,2.62,59,1.67,2.24,2.02,2.08,5.55,1.53,71.89,60.73,24.33,17,94
59,7.91,100,1.74,1.85,0.81,1.77,5.4,1.59,87.51,95.83,44.3,9,59
28,9.54,88,0.29,2.82,1.13,1.32,5.4,1.05,72.67,68.17,66.65,16,83
44,7.87,88,1.13,1.46,2.16,0.47,5.27,1.14,55.77,10.8,3.88,9,155
41,6.01,70,1.02,0.42,2.16,1.66,6.62,1.22,1.23,65.81,79.16,16,63
27,9.24,93,2.41,0.45,2.59,1.43,6.2,1.53,34.05,93.09,19.38,13,60
66,5.24,85,2.32,0.16,0.94,1.29,7.39,1.24,6.9,55.15,19.32,18,137
14,5.43,96,0.26,2.3,2.65,1.46,4.2,0.39,97.59,10.46,34.81,9,127
20,1.5,98,2.67,0.85,1.55,1.57,5,1.2,30.78,54.94,29.79,12,71
49,4.56,124,-0.13,2.57,2.55,1.46,3.76,0.28,51.15,55.74,61.77,17,96
70,6.65,67,1.92,0.91,-0.23,1.92,5.72,-0.18,82.27,65.31,6.97,20,61
67,5.46,109,3.43,1.67,1.63,1.59,7.49,2.32,27.79,54.14,78.66,9,76
64,5.68,72,2.04,0.3,1.71,0.91,5.75,0.99,37.79,23.42,50.19,18,151
13,6.52,142,1.23,1.77,2.85,1.47,6.76,1.64,17.48,61.43,4.98,14,126
42,5.76,115,2.64,1.21,2.23,1.03,7,1.23,50.11,82.03,87.84,18,165
37,4.95,111,3.13,2.96,3.78,0.44,6.13,1.33,59.44,99.07,6.45,16,140
28,6.93,86,2.54,1.23,2.87,1.74,7.67,0.55,8.3,28.03,18.82,11,101
44,1.9,65,1.63,0.98,-0.31,1.64,6.43,1.63,19.54,45.35,1.49,12,67
61,6.62,37,2.2,0.72,3.69,0.79,6.41,2.14,90.41,89.42,18.14,11,68
55,5.75,85,2.26,2.09,2.22,1.26,5.84,1.12,40.51,50.43,90.99,13,98
12,7.52,30,2.37,2.12,2.79,1.26,5.6,1.42,82.96,51.32,33.36,14,108
67,3.99,42,2.6,1.36,3.44,0.44,5.91,1.15,14.87,54.7,61.07,13,115
28,9.97,89,2.27,1.04,1.05,1.09,7.01,0.99,36.25,23.28,34.12,19,155
36,7.65,49,1.21,2.43,1.42,1.86,6.44,1.17,64.23,24.59,3.71,14,120
38,6.47,95,2.16,3.42,3.32,1.72,5.38,1.53,81.07,46.04,22.1,10,128
68,7.81,103,1.21,0.8,3.3,1.67,7.67,1.25,97.69,93.08,33.75,15,136
32,7.04,115,2.92,1.01,0.3,1.68,5.49,1.24,85.18,67.4,33.1,14,99
39,7.11,78,3.76,1.23,2.31,1.36,5.89,0.96,10.07,79.85,30.81,18,39
41,5.32,95,2.26,0.95,4.07,2.07,6.35,0.4,20.7,3.24,41,9,59
14,5.7,76,1.96,3.39,1.9,1.78,5.62,0.75,78.93,99.28,84.93,15,80
29,8.96,100,1.95,1.37,1.86,2.03,7.93,1.11,87.73,69.98,43.58,19,134
19,3.95,113,3.01,1.54,1.67,2.47,7.01,2,15.01,34.93,90.83,9,101
34,5.62,99,2.99,1.98,3.07,1.1,7.95,1.77,32.7,72.49,44.16,20,97
56,3.5,94,2.01,0.85,0.32,1.27,6.44,1.21,65.38,0.75,12.83,18,98
15,4.98,36,2.37,0.45,2.31,2.23,8.13,1.81,74.18,52.55,46.6,11,95
44,4.87,42,1,0.7,2.15,2.41,4.65,1.42,54.92,91.52,39.96,12,63
28,5.05,60,4.75,1.64,0.64,2.29,7.56,0.46,76.91,80.75,66.05,19,92
61,4.64,95,1.37,2.77,1.35,1.59,6.55,0.96,29.35,12.11,70.57,8,98
28,7.46,84,1.69,1.29,1.74,1.71,5.37,1.27,20.23,53.72,26.5,18,120
53,4.46,116,2.85,1.21,1.11,0.71,5.36,1.21,70.85,93.25,47.76,12,61
64,7.22,34,0.77,0.2,0.94,2.16,6,1.17,40.21,0.92,92.94,14,114
35,5.22,100,0.42,0.78,2.11,1.66,5.57,0.76,64.54,57.1,69.98,20,84
34,5.53,45,2.24,1.14,2.82,1.17,7.22,0.89,27.95,81.07,16.02,16,183
61,5.51,90,2.84,2.37,3.13,1.5,6.61,0.99,36.24,29.37,19.9,15,107
16,6.31,31,1.39,1.75,1.82,0.93,6.71,1.95,2.06,93.69,82.4,14,29
69,7.65,59,1.33,0.96,1.29,2.26,9.01,0.71,72.08,7.08,63.96,18,101
39,8.7,60,2.85,2.26,0.4,1.2,6.08,1.16,9.82,79,45.62,13,176
57,7.71,108,1.12,1.18,-0.36,1.68,7.32,1.09,93.77,83.06,97.62,10,114
52,2.69,128,2.87,2.67,1.55,2.05,7.35,1.39,34.83,24.67,60.16,11,139
17,2.25,99,2.54,1.87,4.49,1.99,7.13,1.61,82.82,29.41,1.04,14,118
14,4.24,84,1.43,2.83,3.46,0.48,7.01,1.2,30.82,62.72,16.06,10,113
14,3.73,43,3.31,2.53,1.28,2.35,6.8,0.41,37.11,53.23,82.98,18,124
51,5.03,107,1.63,0,2.11,1.02,7.5,1.31,23.57,63.27,56.33,11,130
12,10.03,88,2.46,1.49,2.06,2.06,5.99,0.88,4.01,40.73,3.02,11,102
53,10.21,76,2.05,1.97,1.15,2.56,4.79,1.45,97.84,52.8,12.8,13,50
23,6.71,97,2.33,2,0.65,1.35,8.12,0.94,61.14,75.83,49.3,8,85
32,4.49,106,0.96,0.38,1.78,2.97,6.37,1.91,94.6,21.86,94.7,15,85
14,3.46,61,2.59,1.04,0.55,1.26,7.37,-0.54,41.92,27.69,14.23,13,103
54,4.07,119,3.41,0.79,2.08,0.82,5.29,-0.39,47.64,74.07,89.74,20,69
62,6.34,79,1.44,1.23,1.38,1.97,5.7,2.46,60.98,60.24,45.57,9,71
13,5.11,107,1.95,1.29,0.58,1.57,5.18,1.79,4.79,57.58,42.07,20,58
28,5.17,89,3.23,-0.86,0.09,1.48,5.91,1.21,8.8,49.76,75.07,17,123
33,4.2,96,0.72,2.71,1.7,1.55,7.48,0.13,14.23,84.48,37.84,13,110
36,5.36,111,3.55,1.06,3.36,1.85,8.84,1.85,10.65,49.93,26.49,14,170
61,5.65,36,2.28,1.46,3.28,1.69,6.26,1.23,58.18,13.87,76.33,9,100
18,7.99,49,5.03,2.31,2.34,2.28,9.33,1.11,81.13,55.62,56.13,12,161
32,3.78,52,1.92,1.75,4.45,2.39,5.22,0.73,26.04,70.85,70.92,17,129
55,7.2,75,2.8,1.69,0.12,1.46,6.1,2.53,96.96,13.35,43.47,18,83
68,3.36,65,2.92,1.85,0.89,0.98,8.27,1.29,32.11,57.95,46.59,12,174
69,6.18,76,1.86,1.34,1.88,1.53,6.75,1.84,18.18,40.56,82.39,12,73
40,7.98,48,1.64,1.78,3.12,1.66,5.81,0.41,36.67,1.29,79.99,10,111
13,5.17,66,1.46,1.17,1.19,0.31,6.61,1.02,47.54,98.88,27.39,10,120
19,5.72,113,1.56,1.84,4.56,2.32,8.35,0.86,55.7,26.57,66.11,19,74
31,8.97,71,1.09,1.26,2.48,1.64,6.85,0.5,38.45,74.83,60.16,10,192
35,5.23,126,2.94,-0.31,0.32,1.62,6.53,1.05,56.51,31.78,33.93,20,152
55,3.24,86,3.52,1.28,2.73,2.52,5.62,1.01,11.59,0.45,32.98,11,55
29,3.03,122,3.75,1.93,2.6,1.14,6.26,0.81,5.75,20.74,22.63,18,81
67,7.19,55,1.49,-0.02,1.37,1.71,5.78,0.88,76.21,10.78,49.11,15,83
37,6.71,89,1.54,0.12,2.41,2.36,7.81,0.34,77.16,70.69,75.7,10,76
56,4.24,72,1.9,2.51,1.82,1.74,6.66,0.7,61.49,52.61,97.81,11,122
33,5.91,92,1.7,0.13,2,1.07,6.02,0.86,40.16,55.79,44.24,15,86
28,4.12,66,3.82,1.71,2.02,1.27,4.55,1.64,70.4,47.81,73.69,17,65
31,6.99,76,2.55,1.02,3.13,1.57,6.88,0.95,91.13,24.45,66.93,9,104
25,8.5,55,0.28,1.33,3.08,1.1,5.97,1.53,59.03,28.7,7.97,12,116
40,5.92,76,1.06,0.43,1.59,1.38,5.91,0.69,40.06,45.05,34.9,19,125
12,8.08,104,-0.06,-0.02,2.61,0.7,6.08,0.91,2.83,23.87,31.54,14,70
59,-0.44,68,1.15,2.35,3.09,2.28,6.46,-0.06,10.42,95.94,66.9,18,114
28,6.7,56,1.91,2.38,3.06,1.14,7.05,0.74,72.64,51.12,43.44,8,68
57,7.6,107,1.51,1.51,1.41,1.19,6.94,0.63,84.3,34.21,39.92,18,55
15,0.96,53,1.35,0.33,1.07,2.2,5.35,1.43,13.18,86.31,30.42,11,68
12,7.16,84,0.62,1.75,0.85,1.81,6.03,0.07,33.16,8.73,46.75,19,114
28,8.27,35,2.52,2.56,3.91,1.41,5.58,0.88,65.23,16.67,96.81,20,107
65,9.06,64,1.22,1.64,1.6,1.62,6.39,0.86,64.69,3.48,43.02,14,130
15,7.66,29,2.21,2.28,2.87,2.37,7.27,0.44,27.91,63.29,44.41,14,101
63,7.91,25,2.32,-0.06,3.42,1.34,6.34,0.84,21.15,18.53,25.14,10,61
48,6.54,140,1.73,2.55,1.18,1.2,5.47,1.51,62.63,56.56,83.39,15,136
70,10.71,74,-0.31,2.07,2.39,1.88,5.2,0.56,23.8,50.31,98.48,9,106
13,6.62,60,1.3,1.41,2,1.48,8.28,0.95,3.65,47.12,49.37,15,49
43,6.01,94,3.28,2.03,1.78,1.17,7.47,0.93,83.32,2.4,3.96,19,118
67,5.33,82,2.62,1.82,1.61,2.31,7.14,1.49,52.82,64.69,43.62,17,82
47,5.37,45,2.07,3.29,2.57,1.56,6.32,1.2,9.29,63.84,73.71,14,74
31,4.81,106,3.04,2.04,2.95,1.03,7.38,1.35,9.76,58.06,84.01,17,91
65,5.15,64,2.09,-0.17,1.81,1.79,7.17,1.53,55.27,85.68,97.49,11,93
44,7.8,65,3.59,2.89,1.57,2.33,5.46,1.25,94.16,93.78,87.85,8,69
48,8.63,51,1.85,0.81,1.25,1.81,6.04,1.71,48.74,6.06,99.75,10,81
26,4.19,88,2.93,2,2.64,1.18,6.54,0.63,56.37,89.29,34.96,10,88
45,6.27,68,2.73,1.82,0.61,1.18,7.45,0.43,40.57,72.89,14.44,8,83
66,8.62,77,2.36,2.19,3.61,1.53,6.35,0.27,38.71,90.95,89.25,15,44
